n_pares_minmax,n_pares_tau_minmax,persistencia_total_minmax,vida_maxima_minmax,entropia_minmax,n_pares_zscore,n_pares_tau_zscore,persistencia_total_zscore,vida_maxima_zscore,entropia_zscore,n_pares_robust,n_pares_tau_robust,persistencia_total_robust,vida_maxima_robust,entropia_robust,sample
4,2,2.941325673994735,1.7505813884083397,0.7396689249801193,5,4,8.025433930501245,3.086308230143013,1.2862582770951498,5,4,6.907505001444807,2.3227279697984216,1.3395917439827827,383
5,4,4.003614743242009,1.711776923188351,1.2685880851745694,5,4,9.256570794873003,4.339749283966811,1.1159658451008148,5,4,8.349897861370412,3.680016790963349,1.099327210841965,1102
6,5,4.618963396203734,1.9216876930594258,1.4199087961808798,6,5,13.638733426456113,5.174150473489448,1.3705887793753841,5,4,10.931840061341832,3.9836419214399115,1.2737740650229008,1103
4,3,2.692544817021987,1.4173367035190498,1.0171302077705593,5,4,12.67286733972799,5.001825706931179,1.3148091073091106,5,4,9.655505470766101,3.5243748914389843,1.3031997350629938,529
6,5,7.387123827888228,2.2305244606211243,1.5035640233911622,5,4,33.22589556450095,12.692625325379874,1.3202947419624254,5,4,26.963914819550162,9.224546150614838,1.3110089360761679,1269
5,3,3.182446663597891,1.6889152056595265,0.8881679764838097,4,3,12.519464509051993,6.7806359398465315,0.7557614443919654,4,3,10.766687407545753,5.129682382789374,0.942311136151848,526
6,5,5.129909475168786,1.9812848890432293,1.4582552394289103,6,4,17.34589071679297,5.946385635234077,1.3491748913422885,5,4,15.263085922500565,6.375049301230356,1.2718997345274783,1151
6,5,4.326065613495922,1.9439337913627546,1.3732956070877902,5,4,12.624600723717567,3.8667008326913397,1.3607139429202526,5,4,11.216571575870898,3.4242931407521207,1.3714000827687443,1230
5,4,4.792332307408987,2.1803778717131435,1.2305526009621874,5,4,15.028254483473475,4.85991607582241,1.3556989687929601,5,4,12.507216624287452,5.334321430279898,1.1998810030913671,781
6,5,4.712618966143698,2.288916281803854,1.2982931222857612,7,5,12.594989804294102,5.634477875720481,1.3590554888899218,6,5,10.03064212884576,4.040191893973218,1.4050968858655928,1223
