tipo_ruido,magnitud,dB,dW,norma_inf,n_pares,n_pares_tau,persistencia_total,vida_maxima,entropia,sample
gaussiano,0.01,0.06109789254382347,0.1447319880055412,0.06813818133813343,4,3,10.370464329550384,4.614058684303695,1.0681211251213587,1505
gaussiano,0.05,0.187748101309976,0.4913246702961533,0.20827352648172948,5,3,9.616106862775355,4.199145548029733,1.0838095362564175,1505
gaussiano,0.1,0.16055006469475552,0.38181842827447054,0.38830717545333115,4,3,10.619588035409878,4.751378698894762,1.0684999747457562,1505
gaussiano,0.2,1.2517235131661617,1.7344174700188777,1.3608081755344863,5,4,12.992861657378418,5.020055582643298,1.1748622118314611,1505
gaussiano,0.5,1.5830018199620914,4.199888131664531,3.3427190096748753,5,4,11.915254008627567,5.7569779490973385,1.2334414150919772,1505
acotado,0.01,0.024828545963455073,0.037853921687028946,0.03243419741707043,4,3,10.20557588803445,4.579724169541087,1.0657706278027965,1505
acotado,0.05,0.158655548518726,0.2965805440796522,0.17649991617526317,4,3,10.561468481717991,4.868769013081222,1.0605402707672564,1505
acotado,0.1,0.3778979670541819,0.6217322081423119,0.3883663804680586,5,3,9.9829348078606,4.20586124099299,1.07237181887119,1505
acotado,0.2,0.6646401689528738,1.0219331532842975,0.6752348497089937,5,3,9.250591843843633,4.666428069578667,1.026353009819365,1505
acotado,0.5,0.5381174520209897,1.5174209173454316,0.9531440649182562,5,4,12.210499037339996,5.1834329483524355,1.2649089205199258,1505
gaussiano,0.01,0.0498949650897631,0.09478285846414114,0.05001742632327172,5,4,6.252462093107413,3.13030021183257,1.0621877375350874,1525
gaussiano,0.05,0.07759801262588617,0.283886349909532,0.15313098687336135,5,4,6.439814522499994,3.2342034791125873,1.0920034377355936,1525
gaussiano,0.1,0.34838200460832647,0.9947188568196537,0.5503711308921138,5,4,7.762212059195675,3.767629022442226,1.1302415826673435,1525
gaussiano,0.2,0.944263178184934,1.952556359085418,1.3155481232236286,3,2,3.5310266962311223,2.3150514569309384,0.6438908033704969,1525
gaussiano,0.5,0.9284556976451714,1.9774570440608856,2.7453035609777494,4,3,6.581682035243775,4.5290646544684545,0.7771031629773337,1525
acotado,0.01,0.017405127839337453,0.05044840623201674,0.02655321030811908,5,4,6.27084184451035,3.150563151213123,1.0424772305651209,1525
acotado,0.05,0.0899334092212678,0.26874762489090587,0.15817556965223822,5,4,6.201173118765784,3.073666576359003,1.0786376558741309,1525
acotado,0.1,0.14841098394244534,0.3345451557916431,0.31510952246360235,5,3,6.29117357089518,3.1491172366342397,1.00638104879045,1525
acotado,0.2,0.4636418378979852,0.7107765287216625,0.57578034150669,4,3,6.241790548861534,3.225784574442586,0.9966365977807963,1525
acotado,0.5,0.8570905274646288,1.7815210177762741,1.4043807044431114,5,4,6.221164554679328,3.6153530258034823,1.1078213328522875,1525
gaussiano,0.01,0.04366186802664318,0.101661567464438,0.04366186802664318,6,5,9.919972452991075,4.76851165157477,1.4050685742243145,1568
gaussiano,0.05,0.23414938832893828,0.7176978171809483,0.23440753665838,6,5,9.195607712017864,4.539595058395309,1.3845776627713606,1568
gaussiano,0.1,0.2808560212504414,1.077880543099371,0.4227840454925018,6,5,9.56822740634961,4.501494384919304,1.4020740400975762,1568
gaussiano,0.2,1.0722692571462002,3.6255842087919596,1.325044235721268,6,5,13.248012083887813,5.319128683245427,1.4048822591438417,1568
gaussiano,0.5,1.2454630699299125,6.193898325334866,2.160298126704921,6,5,15.311902818742638,6.017344271171926,1.5113150612210684,1568
acotado,0.01,0.02272617125825882,0.06989180147930496,0.02593900484196965,6,5,9.940118505767416,4.731437816709909,1.4103013500321309,1568
acotado,0.05,0.10764187070732034,0.35634426766153104,0.12852374280055484,6,5,10.197503321591833,4.863488661334436,1.4087227699909834,1568
acotado,0.1,0.2659889686905377,0.6190119847075816,0.30460567046716913,6,5,9.965597094962904,4.78972396376064,1.4011960539695245,1568
acotado,0.2,0.5272905511101817,1.527807220731895,0.5725736999965627,6,5,11.232441366216511,4.855190803463367,1.4617781704545822,1568
acotado,0.5,1.3944997839329747,3.8633320185571414,1.4127082636769015,6,4,7.557377203060575,3.1570499953467985,1.2091125013465245,1568
gaussiano,0.01,0.03378257243458194,0.11991255012490376,0.037597582016690057,6,5,7.426024671544864,3.129633306197892,1.4032439061088464,220
gaussiano,0.05,0.29506208736650574,0.7849240782026999,0.31775463790312153,6,5,7.534809002037353,3.362083355260374,1.3476590561630215,220
gaussiano,0.1,0.2685919548278528,0.9305551615680059,0.2788228474640253,6,5,7.613234346227037,3.068113127552905,1.452679089148259,220
gaussiano,0.2,1.1827017124756738,3.4277013595868357,1.8902609023769221,6,5,13.118891418839473,4.324882706816522,1.492658363553323,220
gaussiano,0.5,0.9640372929072618,3.586577879150763,3.1134693558776196,4,3,7.806543839332592,3.462185362032011,1.049075477969096,220
acotado,0.01,0.026257098286163794,0.07876641977684068,0.033929921206028,6,5,7.3838354359532525,3.1502921644272392,1.3889993053916028,220
acotado,0.05,0.13198031401105936,0.4060341858524475,0.13710996885691162,6,5,7.589952271753033,3.260828940856305,1.3970546313476548,220
acotado,0.1,0.203207972663612,0.7260690349975677,0.2619342862679024,6,5,7.625793585276088,3.2468187760369096,1.407941968730386,220
acotado,0.2,0.5054111526558038,1.3984964133260818,0.5880396737961976,6,5,8.377631280770407,3.0953526559110376,1.5119654830275187,220
acotado,0.5,1.5264714976686906,3.67883789264802,1.7417475359781074,6,5,10.923682389919307,4.460200883237167,1.3528145350568193,220
gaussiano,0.01,0.040286390032586716,0.15103102678364266,0.04798112857906256,6,4,18.47128156659137,7.16596114331073,1.2620815189187327,1010
gaussiano,0.05,0.3092075529236151,0.6649788757537696,0.3092075529236151,5,4,18.467712495877876,6.959776726383327,1.245583046862465,1010
gaussiano,0.1,0.5050361435566204,1.5221373217259244,0.6812065360571085,5,4,16.53050009264642,6.7189832202805135,1.1798836787085916,1010
gaussiano,0.2,0.5611481406656935,2.0514309652627465,0.7943761454156082,5,4,20.339856974977934,7.8889756694759505,1.2962702511987971,1010
gaussiano,0.5,1.4475051093744207,4.811868445924295,3.310628458801796,5,4,20.48211420744083,8.574022009021443,1.3072385185654625,1010
acotado,0.01,0.0290144367314209,0.08110227659255742,0.031512342777118896,6,4,18.171766591989975,7.050330102790359,1.256443913146679,1010
acotado,0.05,0.0944964497820493,0.27145177306146573,0.11583434128612646,5,4,18.08778863970501,7.157749578031595,1.251801400146463,1010
acotado,0.1,0.18196273449916278,0.5191449078691491,0.29730063269678375,5,4,18.52316708755126,7.389410248880404,1.2526969950594098,1010
acotado,0.2,0.39233827638155705,1.1660324038653507,0.6715888061718547,5,4,18.96143886821511,7.312142394220668,1.247251199465083,1010
acotado,0.5,0.8227777498478099,2.518695996782614,1.1543221896525688,5,4,15.582571841980727,7.049313045928594,1.1311392716008781,1010
gaussiano,0.01,0.037401515726022794,0.08164943949839465,0.037401515726022794,4,2,6.691102161940207,4.576634729740339,0.6548835082934323,30
gaussiano,0.05,0.19777028721735984,0.35732880628171765,0.19825572643371803,4,2,6.695707834245161,4.366650520477988,0.6929842794790164,30
gaussiano,0.1,0.34596601450016906,0.43579999824925253,0.43357098779975956,3,2,5.967063170994772,3.908637437877467,0.6442736969860101,30
gaussiano,0.2,1.2362217384386165,2.6490170823245167,1.456739938530006,5,4,10.630060177026092,5.114795195838507,1.0761264585155546,30
gaussiano,0.5,0.9107059665265003,1.744826897557616,2.5975457434095013,5,4,6.874604269661128,4.961474727167289,0.8326219346304049,30
acotado,0.01,0.027759371072031414,0.04324636825395212,0.03361664475542181,4,2,6.6439042433756725,4.543517816370088,0.6510926556024565,30
acotado,0.05,0.09399846590556016,0.18546077624182983,0.1206407240964269,5,2,6.535521545420043,4.53839772345256,0.6757371672062417,30
acotado,0.1,0.13107369090217036,0.2812316652360804,0.30242235286181796,5,2,6.458279405551858,4.469070276093464,0.647254196808517,30
